category,brand,price,rating,capacity,energy_rating,height,width,depth,water_consumption,power_consumption,display,door_opening,image_path,product_url
ماشین لباسشویی,متفرقه,400000,3.7,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_159.jpg,https://www.digikala.com/product/dkp-4857558/%D8%B3%D9%86%D8%B3%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-%D8%B4%DB%8C%D8%B1%D8%A8%D8%B1%D9%82%DB%8C-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-02/
ماشین لباسشویی,متفرقه,163800,3.9,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_160.jpg,https://www.digikala.com/product/dkp-4029680/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-%D8%AA%D8%A7%D8%AC-%D9%85%D8%A7%D9%87-%DA%A9%D8%AF-tm6/
ماشین لباسشویی,متفرقه,121000,3.7,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_161.jpg,https://www.digikala.com/product/dkp-3547790/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-%D8%B3%D8%AA%D8%A7%D8%B1%D9%87/
ماشین لباسشویی,پور وایت,259000,4.2,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_162.jpg,https://www.digikala.com/product/dkp-16364311/%D9%BE%D9%88%D8%AF%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D9%88%D8%B1-%D9%88%D8%A7%DB%8C%D8%AA-%D9%85%D8%AF%D9%84-shiny-%D9%88%D8%B2%D9%86-10000-%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,متفرقه,660000,2.5,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_163.jpg,https://www.digikala.com/product/dkp-14485248/%DA%A9%D9%85%DA%A9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-120-%D8%A8%D8%B3%D8%AA%D9%87-%D8%AF%D9%88-%D8%B9%D8%AF%D8%AF%DB%8C-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%87%D8%A7/
ماشین لباسشویی,متفرقه,440000,2.9,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_164.jpg,https://www.digikala.com/product/dkp-14696142/%DA%A9%D9%85%DA%A9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-100-%D8%A8%D8%B3%D8%AA%D9%87-%D8%AF%D9%88-%D8%B9%D8%AF%D8%AF%DB%8C/
ماشین لباسشویی,متفرقه,282000,4.2,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_165.jpg,https://www.digikala.com/product/dkp-5561232/%D8%A7%D8%B3%D8%A8%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B2%DB%8C-%D9%85%D8%AF%D9%84-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C/
ماشین لباسشویی,متفرقه,1650000,4.5,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_166.jpg,https://www.digikala.com/product/dkp-14812073/%D8%A8%D8%B1%D8%AF-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-3388-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A8%D8%A7-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D8%B2%D8%BA%D8%A7%D9%84%DB%8C/
ماشین لباسشویی,تست,393000,4.5,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_167.jpg,https://www.digikala.com/product/dkp-8974549/%D9%BE%D9%88%D8%AF%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%AA%D8%B3%D8%AA-%D9%85%D8%AF%D9%84-%DA%AF%D9%84-%D9%87%D8%A7-%D9%88%D8%B2%D9%86-2-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D8%A8%D8%B3%D8%AA%D9%87-2-%D8%B9%D8%AF%D8%AF%DB%8C/
ماشین لباسشویی,متفرقه,135000,4.1,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_168.jpg,https://www.digikala.com/product/dkp-9708025/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-%DA%AF%D9%84-%DA%A9%D8%AF-f1025/
ماشین لباسشویی,متفرقه,219000,4.2,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_169.jpg,https://www.digikala.com/product/dkp-5667698/%D9%BE%D9%88%D8%AF%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D9%88%D8%B1%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-crystals-%D9%88%D8%B2%D9%86-10-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,متفرقه,682000,5.0,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_170.jpg,https://www.digikala.com/product/dkp-1696587/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%B3%D8%A8%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B2%DB%8C-%D9%85%D8%AF%D9%84-my-home/
